pmid,file_source,pubmed,mid,pmc,doi,pii,pmcid,other_medline,other_sici
14506116,pubmed_2100_to_2199.xml,14506116,NIHMS262612,PMC3026566,10.1001/jama.290.12.1581,290/12/1581,,,
19357304,pubmed_2100_to_2199.xml,19357304,,PMC2678478,10.1073/pnas.0811879106,0811879106,,,
19838177,pubmed_2100_to_2199.xml,19838177,NIHMS172970,PMC4721582,10.1038/nn.2432,nn.2432,,,
18760694,pubmed_2100_to_2199.xml,18760694,NIHMS68178,PMC3489017,10.1016/j.neuron.2008.07.033,S0896-6273(08)00632-6,,,
21115843,pubmed_2100_to_2199.xml,21115843,,PMC3003001,10.1073/pnas.1013246107,1013246107,,,
19828817,pubmed_2100_to_2199.xml,19828817,,PMC6665297,10.1523/JNEUROSCI.2362-09.2009,29/41/13042,,,
16959576,pubmed_2100_to_2199.xml,16959576,NIHMS334090,PMC3241869,10.1016/j.cell.2006.06.059,S0092-8674(06)01025-7,,,
21385716,pubmed_2100_to_2199.xml,21385716,,,10.1126/science.1200215,331/6021/1207,,,
12815136,pubmed_2100_to_2199.xml,12815136,,,10.1056/NEJMoa022252,348/25/2508,,,
11756603,pubmed_2100_to_2199.xml,11756603,NIHMS262616,PMC3025284,10.1212/wnl.57.12.2236,,,,
22090477,pubmed_2100_to_2199.xml,22090477,,PMC6633289,10.1523/JNEUROSCI.3647-11.2011,31/46/16507,,,
22286308,pubmed_2100_to_2199.xml,22286308,,,10.1038/nm.2613,nm.2613,,,
16306400,pubmed_2100_to_2199.xml,16306400,,PMC6725876,10.1523/JNEUROSCI.2350-05.2005,25/47/10874,,,
19109907,pubmed_2100_to_2199.xml,19109907,NIHMS85025,PMC2667382,10.1016/j.neuron.2008.10.047,S0896-6273(08)00947-1,,,
10072051,pubmed_2100_to_2199.xml,10072051,,,10.1002/1531-8249(199903)45:3<358::aid-ana12>3.0.co;2-x,,,,
23137949,pubmed_2100_to_2199.xml,23137949,NIHMS421955,PMC3515078,10.1016/S1474-4422(12)70227-2,S1474-4422(12)70227-2,,,
23137948,pubmed_2100_to_2199.xml,23137948,NIHMS421823,PMC4181671,10.1016/S1474-4422(12)70228-4,S1474-4422(12)70228-4,,,
12506200,pubmed_2100_to_2199.xml,12506200,,PMC140968,10.1073/pnas.222681699,222681699,,,
11932745,pubmed_2100_to_2199.xml,11932745,,,10.1038/416535a,416535a,,,
19242475,pubmed_2100_to_2199.xml,19242475,NIHMS102739,PMC2748841,10.1038/nature07761,nature07761,,,
8849730,pubmed_2100_to_2199.xml,8849730,,,10.1038/383550a0,,,,
21325519,pubmed_2100_to_2199.xml,21325519,,PMC6623704,10.1523/JNEUROSCI.5245-10.2011,31/7/2511,,,
3132715,pubmed_2100_to_2199.xml,3132715,,PMC280459,10.1073/pnas.85.12.4506,,,,
19503072,pubmed_2100_to_2199.xml,19503072,UKMS5225,PMC2726961,10.1038/ncb1901,ncb1901,,,
22699906,pubmed_2100_to_2199.xml,22699906,NIHMS385647,PMC3394933,10.1523/JNEUROSCI.0305-12.2012,32/24/8254,,,
22279231,pubmed_2100_to_2199.xml,22279231,,PMC6796259,10.1523/JNEUROSCI.2272-11.2012,32/4/1467,,,
22699908,pubmed_2100_to_2199.xml,22699908,NIHMS385787,PMC3402380,10.1523/JNEUROSCI.1592-12.2012,32/24/8270,,,
22674261,pubmed_2100_to_2199.xml,22674261,,PMC6620963,10.1523/JNEUROSCI.5901-11.2012,32/23/7852,,,
22654059,pubmed_2100_to_2199.xml,22654059,NIHMS427173,PMC3528355,10.1126/science.1219988,336/6085/1168,,,
22677258,pubmed_2100_to_2199.xml,22677258,,,10.1016/S1474-4422(12)70140-0,S1474-4422(12)70140-0,,,
22464332,pubmed_2100_to_2199.xml,22464332,NIHMS448565,PMC3601591,10.1016/j.cell.2012.02.016,S0092-8674(12)00216-4,,,
23102935,pubmed_2100_to_2199.xml,23102935,,,10.1016/j.neurobiolaging.2012.09.017,S0197-4580(12)00487-3,,,
21813677,pubmed_2100_to_2199.xml,21813677,,PMC6623351,10.1523/JNEUROSCI.6209-10.2011,31/31/11159,,,
23254930,pubmed_2100_to_2199.xml,23254930,NIHMS418619,PMC3812809,10.1038/nature11729,nature11729,,,
19738171,pubmed_2100_to_2199.xml,19738171,,PMC2848584,10.1212/WNL.0b013e3181b6bb95,73/10/768,,,
12714745,pubmed_2100_to_2199.xml,12714745,,,10.1126/science.1082324,300/5619/636,,,
21460840,pubmed_2100_to_2199.xml,21460840,UKMS34702,PMC3084173,10.1038/ng.803,ng.803,,,
20953194,pubmed_2100_to_2199.xml,20953194,NIHMS236199,PMC2967729,10.1038/nn.2660,nn.2660,,,
23332364,pubmed_2100_to_2199.xml,23332364,NIHMS437127,PMC3622225,10.1016/S1474-4422(12)70291-0,S1474-4422(12)70291-0,,,
17088211,pubmed_2100_to_2199.xml,17088211,NIHMS13792,PMC1784006,10.1016/j.neuron.2006.08.033,S0896-6273(06)00682-9,,,
22673115,pubmed_2100_to_2199.xml,22673115,NIHMS376099,PMC3391348,10.1016/j.neurobiolaging.2012.04.020,S0197-4580(12)00271-0,,,
22516235,pubmed_2100_to_2199.xml,22516235,NIHMS368956,PMC3589992,10.1016/j.nbd.2012.03.030,S0969-9961(12)00119-2,,,
22691495,pubmed_2100_to_2199.xml,22691495,,PMC3382476,10.1073/pnas.1204606109,1204606109,,,
22685416,pubmed_2100_to_2199.xml,22685416,,PMC3369937,10.1371/journal.pgen.1002707,,,,
22688190,pubmed_2100_to_2199.xml,22688190,,,10.1038/mp.2012.70,mp201270,,,
22692213,pubmed_2100_to_2199.xml,22692213,,PMC3406677,10.1074/jbc.M112.377465,S0021-9258(20)73604-5,,,
22700814,pubmed_2100_to_2199.xml,22700814,,,10.1212/WNL.0b013e31825fdf18,WNL.0b013e31825fdf18,,,
22745165,pubmed_2100_to_2199.xml,22745165,,PMC3396487,10.1073/pnas.1209527109,1209527109,,,
21613623,pubmed_2100_to_2199.xml,21613623,,,10.1126/scitranslmed.3002230,3/84/84ra44,,,
17548355,pubmed_2100_to_2199.xml,17548355,,,10.1074/jbc.M701078200,S0021-9258(20)54368-8,,,
12084879,pubmed_2100_to_2199.xml,12084879,,,10.1212/wnl.58.12.1791,,,,
22265587,pubmed_2100_to_2199.xml,22265587,NIHMS334821,PMC3266529,10.1016/j.jalz.2011.10.007,S1552-5260(11)02980-3,,,
22359596,pubmed_2100_to_2199.xml,22359596,,PMC3281064,10.1371/journal.pone.0031501,PONE-D-11-16419,,,
22820466,pubmed_2100_to_2199.xml,22820466,NIHMS391094,PMC3431439,10.1038/nn.3178,nn.3178,,,
22815558,pubmed_2100_to_2199.xml,22815558,,PMC3414665,10.1212/WNL.0b013e318264e380,WNL.0b013e318264e380,,,
22817896,pubmed_2100_to_2199.xml,22817896,NIHMS390143,PMC3664196,10.1016/j.cell.2012.06.019,S0092-8674(12)00772-6,,,
22787053,pubmed_2100_to_2199.xml,22787053,,PMC6622286,10.1523/JNEUROSCI.4742-11.2012,32/28/9677,,,
22784036,pubmed_2100_to_2199.xml,22784036,NIHMS405217,PMC3474597,10.1056/NEJMoa1202753,,,,
22745490,pubmed_2100_to_2199.xml,22745490,NIHMS389589,PMC3458508,10.1523/JNEUROSCI.5698-11.2012,32/26/8890,,,
22753898,pubmed_2100_to_2199.xml,22753898,,PMC3392942,10.1083/jcb.201201076,jcb.201201076,,,
22723704,pubmed_2100_to_2199.xml,22723704,NIHMS388036,PMC3467018,10.1523/JNEUROSCI.0556-12.2012,32/25/8633,,,
22699914,pubmed_2100_to_2199.xml,22699914,NIHMS385655,PMC3417348,10.1523/JNEUROSCI.0936-12.2012,32/24/8341,,,
22751036,pubmed_2100_to_2199.xml,22751036,,,10.1038/nn.3151,nn.3151,,,
22723713,pubmed_2100_to_2199.xml,22723713,NIHMS388054,PMC3420968,10.1523/JNEUROSCI.5993-11.2012,32/25/8732,,,
22814377,pubmed_2100_to_2199.xml,22814377,,PMC3412029,10.1073/pnas.1206433109,1206433109,,,
17556541,pubmed_2100_to_2199.xml,17556541,,PMC1888796,10.1073/pnas.0703903104,0703903104,,,
12297048,pubmed_2100_to_2199.xml,12297048,,,10.1016/s0092-8674(02)00970-4,S0092867402009704,,,
23412472,pubmed_2100_to_2199.xml,23412472,,PMC3615658,10.1038/embor.2013.15,embor201315,,,
9600986,pubmed_2100_to_2199.xml,9600986,,PMC27787,10.1073/pnas.95.11.6448,,,,
21296022,pubmed_2100_to_2199.xml,21296022,,,10.1016/S1474-4422(10)70323-9,S1474-4422(10)70323-9,,,
22505025,pubmed_2100_to_2199.xml,22505025,,PMC3364747,10.1038/emboj.2012.79,emboj201279,,,
23484795,pubmed_2100_to_2199.xml,23484795,,,10.1056/NEJMp1302513,,,,
16360788,pubmed_2100_to_2199.xml,16360788,NIHMS190462,PMC2850264,10.1016/S0140-6736(05)67889-0,S0140-6736(05)67889-0,,,
17610815,pubmed_2100_to_2199.xml,17610815,NIHMS28480,PMC2080672,10.1016/j.neuron.2007.06.014,S0896-6273(07)00441-2,,,
1689489,pubmed_2100_to_2199.xml,1689489,,PMC53515,10.1073/pnas.87.4.1561,,,,
8331390,pubmed_2100_to_2199.xml,8331390,,PMC6576678,10.1523/JNEUROSCI.13-07-03136.1993,,,,
15745965,pubmed_2100_to_2199.xml,15745965,,PMC6726084,10.1523/JNEUROSCI.3089-04.2005,25/9/2386,,,
17062754,pubmed_2100_to_2199.xml,17062754,,PMC1621108,10.1073/pnas.0607527103,0607527103,,,
16815330,pubmed_2100_to_2199.xml,16815330,,,10.1016/j.neuron.2006.05.022,S0896-6273(06)00414-4,,,
22323736,pubmed_2100_to_2199.xml,22323736,NIHMS460482,PMC3651582,10.1126/science.1217697,science.1217697,,,
11224535,pubmed_2100_to_2199.xml,11224535,,,10.1038/85059,85059,,,
10531052,pubmed_2100_to_2199.xml,10531052,,,10.1126/science.286.5440.735,7936,,,
20484628,pubmed_2100_to_2199.xml,20484628,NIHMS206679,PMC2883862,10.1523/JNEUROSCI.1051-10.2010,30/20/6862,,,
23575824,pubmed_2100_to_2199.xml,23575824,NIHMS466277,PMC3720142,10.1523/JNEUROSCI.3672-12.2013,33/15/6245,,,
23596063,pubmed_2100_to_2199.xml,23596063,,,10.1212/WNL.0b013e318292a2f9,WNL.0b013e318292a2f9,,,
3572454,pubmed_2100_to_2199.xml,3572454,,,10.1016/0022-510x(87)90057-8,0022-510X(87)90057-8,,,
19542629,pubmed_2100_to_2199.xml,19542629,,,10.3233/JAD-2009-1126,R01457R273L1801N,,,
23622250,pubmed_2100_to_2199.xml,23622250,NIHMS472534,PMC3677161,10.1016/j.cell.2013.03.030,S0092-8674(13)00387-5,,,
23761040,pubmed_2100_to_2199.xml,23761040,NIHMS525757,PMC3838868,10.1126/scitranslmed.3005615,5/189/189ra77,,,
24014289,pubmed_2100_to_2199.xml,24014289,,PMC3799583,10.1002/emmm.201201974,,,,
24012374,pubmed_2200_to_2299.xml,24012374,NIHMS539923,PMC3904678,10.1016/S1474-4422(13)70194-7,S1474-4422(13)70194-7,,,
23814339,pubmed_2200_to_2299.xml,23814339,,PMC3669060,10.5665/sleep.2802,,,,
23900711,pubmed_2200_to_2299.xml,23900711,,,10.1007/s00401-013-1157-y,,,,
24116116,pubmed_2200_to_2299.xml,24116116,,PMC3792042,10.1371/journal.pone.0076523,PONE-D-13-19450,,,
24075978,pubmed_2200_to_2299.xml,24075978,NIHMS548975,PMC3924573,10.1016/j.neuron.2013.07.046,,,,
24240737,pubmed_2200_to_2299.xml,24240737,NIHMS541112,PMC3944799,10.1007/s00401-013-1211-9,,,,
24217017,pubmed_2200_to_2299.xml,24217017,EMS60983,PMC4235249,10.1001/jamaneurol.2013.4749,1765680,,,
24279935,pubmed_2200_to_2299.xml,24279935,,,10.1016/0197-4580(80)90005-6,0197-4580(80)90005-6,,,
24331439,pubmed_2200_to_2299.xml,24331439,,,10.1016/j.jalz.2013.08.283,S1552-5260(13)02839-2,,,
24371306,pubmed_2200_to_2299.xml,24371306,,PMC3873622,10.1212/01.wnl.0000438229.56094.54,01.wnl.0000438229.56094.54,,,
24378564,pubmed_2200_to_2299.xml,24378564,,,10.1001/jamaneurol.2013.5489,1791530,,,
24381967,pubmed_2200_to_2299.xml,24381967,NIHMS557752,PMC4109898,10.1001/jama.2013.282834,1810379,,,
24378367,pubmed_2200_to_2299.xml,24378367,NIHMS591828,PMC4118752,10.1001/jamaneurol.2013.4560,1791527,,,
24390130,pubmed_2200_to_2299.xml,24390130,NIHMS587861,PMC4082030,10.1038/ncomms4037,ncomms4037,,,
24403142,pubmed_2200_to_2299.xml,24403142,,PMC3870929,10.1523/JNEUROSCI.2712-13.2014,34/2/418,,,
24407427,pubmed_2200_to_2299.xml,24407427,NIHMS555831,PMC3971993,10.1007/s00401-013-1238-y,,,,
24411731,pubmed_2200_to_2299.xml,24411731,,,10.1016/j.neuron.2013.10.061,S0896-6273(13)01035-0,,,
24412048,pubmed_2200_to_2299.xml,24412048,,,10.1016/S0140-6736(13)61939-X,S0140-6736(13)61939-X,,,
24425039,pubmed_2200_to_2299.xml,24425039,NIHMS570093,PMC4000602,10.1001/jamaneurol.2013.5570,1813792,,,
24441681,pubmed_2200_to_2299.xml,24441681,,,10.1038/nn.3618,nn.3618,,,
24448836,pubmed_2200_to_2299.xml,24448836,,,10.1002/ana.24040,,,,
24450891,pubmed_2200_to_2299.xml,24450891,NIHMS593138,PMC4159618,10.1056/NEJMoa1304839,,,,
24450890,pubmed_2200_to_2299.xml,24450890,,,10.1056/NEJMoa1312889,,,,
24464041,pubmed_2200_to_2299.xml,24464041,NIHMS560028,PMC4012297,10.1038/nn.3639,nn.3639,,,
24462250,pubmed_2200_to_2299.xml,24462250,NIHMS560544,PMC3952111,10.1016/j.str.2013.12.012,S0969-2126(14)00003-3,,,
24470444,pubmed_2200_to_2299.xml,24470444,,PMC3920563,10.1084/jem.20131660,jem.20131660,,,
24473795,pubmed_2200_to_2299.xml,24473795,NIHMS612018,PMC4132934,10.1001/jamaneurol.2013.6030,1816015,,,
24473151,pubmed_2200_to_2299.xml,24473151,,PMC3916843,10.1038/ncomms4122,ncomms4122,,,
24477113,pubmed_2200_to_2299.xml,24477113,,,10.1212/WNL.0000000000000150,WNL.0000000000000150,,,
24482835,pubmed_2200_to_2299.xml,24482835,NIHMS574872,PMC4058759,10.1038/505612a,,,,
24493100,pubmed_2200_to_2299.xml,24493100,NIHMS673871,PMC4423790,10.1001/jamainternmed.2013.13656,1819574,,,
24501346,pubmed_2200_to_2299.xml,24501346,,PMC3913861,10.1523/JNEUROSCI.2581-13.2014,34/6/2037,,,
24510904,pubmed_2200_to_2299.xml,24510904,,PMC3932908,10.1073/pnas.1318306111,1318306111,,,
24508385,pubmed_2200_to_2299.xml,24508385,NIHMS555112,PMC3951532,10.1016/j.neuron.2014.01.011,S0896-6273(14)00016-6,,,
24523320,pubmed_2200_to_2299.xml,24523320,,,10.1126/scitranslmed.3007747,6/223/223ra20,,,
24524897,pubmed_2200_to_2299.xml,24524897,,PMC4049307,10.1093/hmg/ddu064,ddu064,,,
24535663,pubmed_2200_to_2299.xml,24535663,NIHMS595487,PMC4087113,10.1001/jamaneurol.2013.6237,1828514,,,
24534188,pubmed_2200_to_2299.xml,24534188,,PMC3949564,10.1084/jem.20131685,jem.20131685,,,
24549548,pubmed_2200_to_2299.xml,24549548,NIHMS582015,PMC4086818,10.1001/jama.2014.93,1829989,,,
24553930,pubmed_2200_to_2299.xml,24553930,,PMC6608513,10.1523/JNEUROSCI.1675-13.2014,34/8/2884,,,
24561062,pubmed_2200_to_2299.xml,24561062,,,10.1016/j.cell.2014.01.044,S0092-8674(14)00137-8,,,
24598541,pubmed_2200_to_2299.xml,24598541,NIHMS566179,PMC4046618,10.1038/nature13124,nature13124,,,
24599465,pubmed_2200_to_2299.xml,24599465,,PMC3942582,10.1523/JNEUROSCI.5079-13.2014,34/10/3668,,,
24598707,pubmed_2200_to_2299.xml,24598707,,PMC3962992,10.1212/WNL.0000000000000240,WNL.0000000000000240,,,
24598588,pubmed_2200_to_2299.xml,24598588,NIHMS587066,PMC4038930,10.1126/scitranslmed.3007901,6/226/226ra30,,,
24614494,pubmed_2200_to_2299.xml,24614494,,PMC4195975,10.1038/mp.2014.9,mp20149,,,
24608097,pubmed_2200_to_2299.xml,24608097,NIHMS799554,PMC5360460,10.1038/nm.3466,nm.3466,,,
24623762,pubmed_2200_to_2299.xml,24623762,,PMC3951689,10.1523/JNEUROSCI.5171-13.2014,34/11/3826,,,
24627036,pubmed_2200_to_2299.xml,24627036,,,10.1001/jamaneurol.2014.367,1846623,,,
24417410,pubmed_2200_to_2299.xml,24417410,NIHMS513342,PMC4055506,10.1111/jgs.12607,,,,
24648338,pubmed_2200_to_2299.xml,24648338,NIHMS589017,PMC4049292,10.1126/scitranslmed.3007941,6/228/228fs13,,,
24647946,pubmed_2200_to_2299.xml,24647946,,PMC6608097,10.1523/JNEUROSCI.3192-13.2014,34/12/4260,,,
24652937,pubmed_2200_to_2299.xml,24652937,,,10.1126/science.1249161,science.1249161,,,
24656814,pubmed_2200_to_2299.xml,24656814,,,10.1016/j.celrep.2014.02.031,S2211-1247(14)00145-4,,,
24659240,pubmed_2200_to_2299.xml,24659240,NIHMS578648,PMC4869357,10.1007/s00401-014-1268-0,,,,
24664227,pubmed_2200_to_2299.xml,24664227,,,10.1001/jamaneurol.2014.131,1851409,,,
24660806,pubmed_2200_to_2299.xml,24660806,,PMC4000136,10.1042/BJ20140334,BJ20140334,,,
24670762,pubmed_2200_to_2299.xml,24670762,NIHMS569698,PMC4110979,10.1038/nature13163,nature13163,,,
24687165,pubmed_2200_to_2299.xml,24687165,NIHMS647650,PMC4267249,10.1001/jamaneurol.2014.186,1851478,,,
24698269,pubmed_2200_to_2299.xml,24698269,NIHMS569119,PMC4007018,10.1016/j.neuron.2014.02.019,S0896-6273(14)00117-2,,,
24702820,pubmed_2200_to_2299.xml,24702820,NIHMS576132,PMC4053507,10.1016/j.neurobiolaging.2014.03.006,S0197-4580(14)00240-1,,,
24711047,pubmed_2200_to_2299.xml,24711047,NIHMS630022,PMC4188544,10.1001/jamaneurol.2014.391,1852981,,,
24719099,pubmed_2200_to_2299.xml,24719099,,PMC3983800,10.1523/JNEUROSCI.3579-13.2014,34/15/5200,,,
24725412,pubmed_2200_to_2299.xml,24725412,NIHMS569050,PMC4040530,10.1016/j.cell.2014.01.064,S0092-8674(14)00212-8,,,
24728269,pubmed_2200_to_2299.xml,24728269,,,10.1038/nn.3697,nn.3697,,,
24725413,pubmed_2200_to_2299.xml,24725413,NIHMS569069,PMC4327772,10.1016/j.cell.2014.01.065,S0092-8674(14)00213-X,,,
24733620,pubmed_2200_to_2299.xml,24733620,NIHMS589313,PMC4051831,10.1001/jamaneurol.2013.5762,1859981,,,
24740065,pubmed_2200_to_2299.xml,24740065,,,10.1038/nature13200,nature13200,,,
24742461,pubmed_2200_to_2299.xml,24742461,NIHMS571574,PMC4161285,10.1016/j.neuron.2014.02.040,S0896-6273(14)00171-8,,,
24747528,pubmed_2200_to_2299.xml,24747528,NIHMS589062,PMC4076047,10.1038/nchembio.1508,nchembio.1508,,,
24751827,pubmed_2200_to_2299.xml,24751827,NIHMS567714,PMC4201904,10.1016/j.jalz.2014.02.002,S1552-5260(14)00063-6,,,
24756204,pubmed_2200_to_2299.xml,24756204,NIHMS627891,PMC4197801,10.1001/jamaneurol.2013.6368,1861747,,,
24760868,pubmed_2200_to_2299.xml,24760868,,PMC6608293,10.1523/JNEUROSCI.4261-13.2014,34/17/6084,,,
24756323,pubmed_2200_to_2299.xml,24756323,,,10.1001/jamaneurol.2014.290,1861750,,,
24781145,pubmed_2200_to_2299.xml,24781145,NIHMS677420,PMC4410966,10.1001/jamaneurol.2014.446,1864089,,,
24786080,pubmed_2200_to_2299.xml,24786080,NIHMS788828,PMC4910825,10.1126/science.1249547,344/6183/519,,,
24793238,pubmed_2200_to_2299.xml,24793238,NIHMS632757,PMC4224436,10.1038/nm.3569,nm.3569,,,
24798585,pubmed_2200_to_2299.xml,24798585,,,10.1038/mp.2014.32,mp201432,,,
24806669,pubmed_2200_to_2299.xml,24806669,,PMC6608138,10.1523/JNEUROSCI.4963-13.2014,34/19/6425,,,
24806670,pubmed_2200_to_2299.xml,24806670,,PMC4012303,10.1523/JNEUROSCI.3522-13.2014,34/19/6438,,,
24813892,pubmed_2200_to_2299.xml,24813892,NIHMS586250,PMC4176932,10.1016/j.celrep.2014.03.076,S2211-1247(14)00287-3,,,
24819981,pubmed_2200_to_2299.xml,24819981,NIHMS665943,PMC4346286,10.1001/jamainternmed.2014.1582,1868537,,,
24828079,pubmed_2200_to_2299.xml,24828079,NIHMS648666,PMC4269372,10.1126/scitranslmed.3008169,scitranslmed.3008169,,,
24828645,pubmed_2200_to_2299.xml,24828645,,PMC4019804,10.1523/JNEUROSCI.5441-13.2014,JNEUROSCI.5441-13.2014,,,
24835997,pubmed_2200_to_2299.xml,24835997,,,10.1016/j.celrep.2014.04.024,S2211-1247(14)00326-X,,,
24842955,pubmed_2200_to_2299.xml,24842955,,,10.1373/clinchem.2013.220392,clinchem.2013.220392,,,
24849360,pubmed_2200_to_2299.xml,24849360,,PMC4028501,10.1523/JNEUROSCI.0646-14.2014,34/21/7281,,,
24849361,pubmed_2200_to_2299.xml,24849361,,PMC6608187,10.1523/JNEUROSCI.5198-13.2014,34/21/7293,,,
24849862,pubmed_2200_to_2299.xml,24849862,,,10.1016/S1474-4422(14)70090-0,S1474-4422(14)70090-0,,,
24857020,pubmed_2200_to_2299.xml,24857020,NIHMS600493,PMC4171396,10.1016/j.neuron.2014.04.047,S0896-6273(14)00362-6,,,
24856820,pubmed_2200_to_2299.xml,24856820,,PMC4067742,10.1016/j.chembiol.2014.03.014,S1074-5521(14)00148-3,,,
24876496,pubmed_2200_to_2299.xml,24876496,,,10.1126/science.1252884,344/6187/1023,,,
24887018,pubmed_2200_to_2299.xml,24887018,,,10.1001/jamaneurol.2014.1173,1875833,,,
24886908,pubmed_2200_to_2299.xml,24886908,NIHMS688836,PMC4439182,10.1001/jamaneurol.2014.803,1875831,,,
24834516,pubmed_2200_to_2299.xml,24834516,,PMC5101948,10.1038/509282a,,,,
24893131,pubmed_2200_to_2299.xml,24893131,EMS58329,PMC4046113,10.1038/ncomms4996,ncomms4996,,,
24893973,pubmed_2200_to_2299.xml,24893973,,PMC4049806,10.1186/1750-1326-9-20,#N/A,,,
24899709,pubmed_2200_to_2299.xml,24899709,,PMC6608268,10.1523/JNEUROSCI.0385-14.2014,34/23/7862,,,
24899710,pubmed_2200_to_2299.xml,24899710,,PMC4044248,10.1523/JNEUROSCI.0572-14.2014,34/23/7871,,,
24920637,pubmed_2200_to_2299.xml,24920637,,PMC4051982,10.1523/JNEUROSCI.0540-14.2014,34/24/8336,,,
24923909,pubmed_2300_to_2399.xml,24923909,NIHMS597307,PMC4159602,10.1038/ncomms5159,ncomms5159,,,
24928124,pubmed_2300_to_2399.xml,24928124,,PMC4117367,10.1212/WNL.0000000000000596,WNL.0000000000000596,,,
24931606,pubmed_2300_to_2399.xml,24931606,NIHMS678016,PMC4410967,10.1016/j.celrep.2014.05.033,S2211-1247(14)00427-6,,,
24934289,pubmed_2300_to_2399.xml,24934289,,PMC4107737,10.1093/brain/awu138,awu138,,,
24945775,pubmed_2300_to_2399.xml,24945775,NIHMS605582,PMC4114400,10.1016/j.neuron.2014.04.039,S0896-6273(14)00354-7,,,
24948815,pubmed_2300_to_2399.xml,24948815,,PMC4061397,10.1523/JNEUROSCI.4612-13.2014,34/25/8612,,,
24951474,pubmed_2300_to_2399.xml,24951474,,PMC4132573,10.1212/WNL.0000000000000650,WNL.0000000000000650,,,
24966406,pubmed_2300_to_2399.xml,24966406,,PMC4115602,10.1212/WNL.0000000000000616,WNL.0000000000000616,,,
25054282,pubmed_2300_to_2399.xml,25054282,NIHMS646893,PMC4266551,10.1001/jamaneurol.2014.963,1883334,,,
24952504,pubmed_2300_to_2399.xml,24952504,,,10.1038/ni.2919,ni.2919,,,
24952505,pubmed_2300_to_2399.xml,24952505,NIHMS592129,PMC4116676,10.1038/ni.2913,ni.2913,,,
24973918,pubmed_2300_to_2399.xml,24973918,NIHMS1728614,PMC8385452,10.1038/nm.3639,nm.3639,,,
24979790,pubmed_2300_to_2399.xml,24979790,,PMC4084443,10.1073/pnas.1404651111,1404651111,,,
24982139,pubmed_2300_to_2399.xml,24982139,,PMC4104857,10.1073/pnas.1408900111,1408900111,,,
24982137,pubmed_2300_to_2399.xml,24982137,,PMC4104853,10.1073/pnas.1408968111,1408968111,,,
25009180,pubmed_2300_to_2399.xml,25009180,,PMC4115564,10.1073/pnas.1402171111,1402171111,,,
24991031,pubmed_2300_to_2399.xml,24991031,,PMC4141998,10.1212/WNL.0000000000000665,WNL.0000000000000665,,,
25009256,pubmed_2300_to_2399.xml,25009256,,PMC4087203,10.1523/JNEUROSCI.1132-14.2014,34/28/9222,,,
25023141,pubmed_2300_to_2399.xml,25023141,NIHMS719994,PMC4566960,10.1001/jamaneurol.2014.1184,1886775,,,
25017010,pubmed_2300_to_2399.xml,25017010,,,10.1038/nn.3761,nn.3761,,,
25043039,pubmed_2300_to_2399.xml,25043039,EMS59474,PMC4134323,10.1038/nature13567,,,,
25064009,pubmed_2300_to_2399.xml,25064009,NIHMS610183,PMC4146673,10.1038/ng.3043,ng.3043,,,
25069482,pubmed_2300_to_2399.xml,25069482,NIHMS635331,PMC4240274,10.1001/jamaneurol.2014.1654,1890783,,,
25080588,pubmed_2300_to_2399.xml,25080588,,PMC6608275,10.1523/JNEUROSCI.1608-14.2014,34/31/10264,,,
25088144,pubmed_2300_to_2399.xml,25088144,NIHMS618884,PMC4153367,10.1016/j.cell.2014.07.017,S0092-8674(14)00931-3,,,
25081482,pubmed_2300_to_2399.xml,25081482,NIHMS696026,PMC4459787,10.1126/science.1254917,science.1254917,,,
25090106,pubmed_2300_to_2399.xml,25090106,NIHMS636371,PMC4226067,10.1001/jamaneurol.2014.1646,1891344,,,
25100603,pubmed_2300_to_2399.xml,25100603,,PMC4122804,10.1523/JNEUROSCI.0433-14.2014,34/32/10710,,,
25123310,pubmed_2300_to_2399.xml,25123310,NIHMS620097,PMC4144679,10.1016/j.neuron.2014.07.014,S0896-6273(14)00625-4,,,
25103406,pubmed_2300_to_2399.xml,25103406,EMS69064,PMC4944841,10.1126/science.1256800,,,,
25111166,pubmed_2300_to_2399.xml,25111166,NIHMS732182,PMC4714860,10.1001/jamaneurol.2014.2011,1893443,,,
25129077,pubmed_2300_to_2399.xml,25129077,NIHMS613258,PMC4410018,10.1038/nn.3782,nn.3782,,,
25129075,pubmed_2300_to_2399.xml,25129075,NIHMS614693,PMC4292795,10.1038/nn.3786,nn.3786,,,
25147279,pubmed_2300_to_2399.xml,25147279,NIHMS784957,PMC4869326,10.1126/science.1252945,science.1252945,,,
25157130,pubmed_2300_to_2399.xml,25157130,,PMC4246933,10.1073/pnas.1410315111,1410315111,,,
25155658,pubmed_2300_to_2399.xml,25155658,,,10.1001/jamaneurol.2014.1358,1897095,,,
25176146,pubmed_2300_to_2399.xml,25176146,,,10.1016/j.cmet.2014.07.024,S1550-4131(14)00332-5,,,
25162367,pubmed_2300_to_2399.xml,25162367,,,10.1001/jamapsychiatry.2014.1060,1899255,,,
25171414,pubmed_2300_to_2399.xml,25171414,NIHMS612228,PMC4149755,10.1016/j.cell.2014.07.001,S0092-8674(14)00877-0,,,
25170153,pubmed_2300_to_2399.xml,25170153,NIHMS655169,PMC4307924,10.1126/science.1252900,345/6200/1054,,,
